% Model,WS240516_2D_simple_vapor_water_resonance_v1.mph
% Version,COMSOL 6.2.0.290
% Date,"May 17 2024, 07:41"
% Table,Export CSV - 
% 0 I_in (W/m^2),1 P_in (W),2 u_ratio (1),3 FOM (1),4 Q_feed (W/m^2),5 Q_air (W/m^2),6 P_feed (W),7 P_air (W),8 T_max (degC)
1000,1.0000000000000004,100,0.06387377996274073,593.8295009827741,2.8588885929190705E-6,0.5938295009827741,2.8588885929190707E-9,20.286078391922103
1000,1.0000000000000004,103.34410638805561,0.06968833035846281,593.8035078840477,1.883660502627008E-10,0.5938035078840477,1.883660502627008E-13,20.29040756532845
1000,1.0000000000000004,106.80004325145755,0.07339981890783223,593.1151797790934,-2.0593321067111333E-10,0.5931151797790934,-2.0593321067111333E-13,20.288073811513698
1000,1.0000000000000004,110.37155032027569,0.07598759520809151,592.3574122331262,-2.2427746371316328E-7,0.5923574122331262,-2.242774637131633E-10,20.280163052679768
1000,1.0000000000000004,114.06249238513203,0.07880211357561082,591.5512235450859,1.1106722673624416E-7,0.5915512235450859,1.1106722673624416E-10,20.272451251040252
1000,1.0000000000000004,117.87686347935879,0.0816966366209712,590.5582546909274,7.695503602323503E-8,0.5905582546909274,7.695503602323503E-11,20.266806631398993
1000,1.0000000000000004,121.8187912010116,0.0845883917652696,589.378557935838,-4.375117772395751E-9,0.589378557935838,-4.3751177723957515E-12,20.264599254772293
1000,1.0000000000000004,125.89254117941675,0.08772775296154035,588.1739243508022,8.44484082935977E-8,0.5881739243508022,8.44484082935977E-11,20.265595276172007
1000,1.0000000000000004,130.10252169108315,0.09096845912387419,586.9267085734057,4.648163082127067E-7,0.5869267085734057,4.648163082127067E-10,20.26671933151181
1000,1.0000000000000004,134.45328842997608,0.09433271442569623,585.5968521156834,1.4641478364591618E-7,0.5855968521156835,1.4641478364591617E-10,20.267978734466396
1000,1.0000000000000004,138.94954943731375,0.09790862501703701,584.2195192954279,-8.596575160385271E-7,0.5842195192954279,-8.596575160385271E-10,20.2694745969755
1000,1.0000000000000004,143.59617019622144,0.10154086186437197,582.7736795316106,-1.9011540902052384E-5,0.5827736795316106,-1.9011540902052383E-8,20.270792815661878
1000,1.0000000000000004,148.39817889675646,0.10531825806640249,581.291024131917,-1.6562413788827905E-6,0.581291024131917,-1.6562413788827906E-9,20.272189864403003
1000,1.0000000000000004,153.36077187700124,0.10919606459531404,579.7261319828042,-5.396832202507145E-7,0.5797261319828042,-5.396832202507144E-10,20.273406527382292
1000,1.0000000000000004,158.48931924611142,0.11327138805973462,578.0933163703972,-6.931848796564941E-7,0.5780933163703973,-6.931848796564941E-10,20.274836949894848
1000,1.0000000000000004,163.78937069540646,0.11750292657535993,576.3874976049706,1.7141482873527972E-7,0.5763874976049705,1.7141482873527974E-10,20.27633244852848
1000,1.0000000000000004,169.26666150378762,0.1219647189375284,574.610925627455,-9.727430026990725E-7,0.574610925627455,-9.727430026990726E-10,20.277831782319197
1000,1.0000000000000004,174.92711874398424,0.12659296307206686,572.7619393946773,-4.798878072921211E-7,0.5727619393946772,-4.798878072921211E-10,20.279361594524175
1000,1.0000000000000004,180.77686769634343,0.13140369007579952,570.8352584599337,5.346242627606096E-7,0.5708352584599337,5.346242627606096E-10,20.281028595594933
1000,1.0000000000000004,186.82223847710367,0.1364754838618188,568.8404387527183,5.006990501356349E-7,0.5688404387527184,5.006990501356349E-10,20.28273337366568
1000,1.0000000000000004,193.06977288832496,0.14180083016647224,566.7526420337684,5.330463682150139E-7,0.5667526420337684,5.330463682150139E-10,20.284591123846383
1000,1.0000000000000004,199.52623149688787,0.14736599523288624,564.5822191219372,6.440559327316266E-7,0.5645822191219372,6.440559327316267E-10,20.286510396443248
1000,1.0000000000000004,206.1986009502219,0.15310852085550575,562.3112030373914,9.108717628133412E-7,0.5623112030373913,9.108717628133413E-10,20.288359195716225
1000,1.0000000000000004,213.09410153667977,0.15912937305015423,559.9437859862956,7.067572356161705E-7,0.5599437859862956,7.067572356161705E-10,20.290332026503165
1000,1.0000000000000004,220.22019499873758,0.16551625877075246,557.4654230391701,5.168821243340953E-7,0.5574654230391701,5.168821243340953E-10,20.29256152627869
1000,1.0000000000000004,227.58459260747887,0.17220055755774685,554.8895642646459,-2.0207117487595724E-6,0.5548895642646459,-2.0207117487595722E-9,20.294825825371106
1000,1.0000000000000004,235.1952635070959,0.179254212516333,552.1673001168921,-4.11190102815459E-5,0.5521673001168921,-4.1119010281545906E-8,20.297293576525192
1000,1.0000000000000004,243.06044333844088,0.18661770915872386,549.3368420545329,-9.197990843047534E-6,0.5493368420545329,-9.197990843047534E-9,20.2998323500791
1000,1.0000000000000004,251.18864315095794,0.19435693407686952,546.3683093090092,4.498900156427461E-7,0.5463683093090091,4.498900156427461E-10,20.30250870008274
1000,1.0000000000000004,259.58865861263934,0.20247720059583918,543.2780024119525,5.079452486100145E-7,0.5432780024119525,5.079452486100145E-10,20.305281190530025
1000,1.0000000000000004,268.26957952797244,0.21102885746060834,540.0327547796556,5.295473622905889E-7,0.5400327547796556,5.295473622905889E-10,20.30823938274858
1000,1.0000000000000004,277.2407996741776,0.22009931327434895,536.6274087056601,4.3351480697205474E-8,0.5366274087056601,4.3351480697205476E-11,20.311431155635432
1000,1.0000000000000004,286.5120269663782,0.22957234494996634,533.0662598559769,3.783075726373837E-7,0.5330662598559769,3.783075726373837E-10,20.314650930908954
1000,1.0000000000000004,296.0932939627084,0.2394805308415519,529.3311477121593,5.973611569331039E-7,0.5293311477121594,5.973611569331039E-10,20.317927618213275
1000,1.0000000000000004,305.9949687207196,0.24996497450893684,525.4371387100775,7.732371182416598E-7,0.5254371387100776,7.732371182416598E-10,20.321447354333372
1000,1.0000000000000004,316.22776601683796,0.26100544090868405,521.3511792928442,1.30206592375363E-6,0.5213511792928442,1.3020659237536299E-9,20.325105540949266
1000,1.0000000000000004,326.80275894101254,0.27272891234269625,517.0648112149428,1.7616382117031678E-6,0.5170648112149427,1.7616382117031678E-9,20.329044708048116
1000,1.0000000000000004,337.7313908791009,0.28536182823857675,512.5338882276983,-2.206525714426502E-6,0.5125338882276983,-2.2065257144265023E-9,20.333456269885517
1000,1.0000000000000004,349.02548789595795,0.2988368627668697,507.77498523029465,-1.2846194740217201E-5,0.5077749852302946,-1.2846194740217201E-8,20.33822955968617
1000,1.0000000000000004,360.6972715326289,0.3131050548032297,502.75116375795966,9.665638664458576E-8,0.5027511637579597,9.665638664458577E-11,20.343244236569944
1000,1.0000000000000004,372.7593720314938,0.32807508613725167,497.44900909693774,7.49866163222871E-7,0.49744900909693773,7.49866163222871E-10,20.348308522293223
1000,1.0000000000000004,385.22484200367535,0.34395126305556306,491.83517623765295,1.1760566207310303E-6,0.49183517623765294,1.1760566207310304E-9,20.353664205974837
1000,1.0000000000000004,398.1071705534973,0.36095699468668685,485.8888990280454,1.5579697014796856E-6,0.4858888990280454,1.5579697014796856E-9,20.359427976108748
1000,1.0000000000000004,411.42029787528423,0.37920992514888163,479.6389139559025,1.618861660473569E-6,0.4796389139559025,1.618861660473569E-9,20.36567763082934
1000,1.0000000000000004,425.178630338289,0.3987459361667931,473.02779513857945,1.7064199747430477E-6,0.47302779513857945,1.7064199747430477E-9,20.37239325605009
1000,1.0000000000000004,439.3970560760791,0.4196213674744762,466.07040295601195,1.840020512155736E-6,0.46607040295601193,1.8400205121557359E-9,20.379473414492395
1000,1.0000000000000004,454.0909610972475,0.44214712684278024,458.6956804434581,1.4306717640200236E-6,0.4586956804434581,1.4306717640200237E-9,20.38719627790897
1000,1.0000000000000004,469.2762459348836,0.4661592083855704,450.8908089265673,1.4209668536936793E-6,0.4508908089265673,1.4209668536936794E-9,20.39530363144263
1000,1.0000000000000004,484.96934285282003,0.4919917928216744,442.6042335136593,1.5845065504265949E-6,0.44260423351365935,1.584506550426595E-9,20.404006299694913
1000,1.0000000000000004,501.18723362727246,0.5204288770429675,433.8391368670301,1.770143631209284E-6,0.43383913686703013,1.7701436312092842E-9,20.4138225534399
1000,1.0000000000000004,517.9474679231213,0.5511285688663572,424.51311111222947,1.834260916163384E-6,0.4245131111122295,1.8342609161633841E-9,20.424349500954065
1000,1.0000000000000004,535.2681822847106,0.5841959047023313,414.599629849382,1.910472725715315E-6,0.414599629849382,1.9104727257153147E-9,20.435548972033416
1000,1.0000000000000004,553.1681197617227,0.6202870224355775,404.03683302310236,2.0857340618730754E-6,0.4040368330231024,2.0857340618730755E-9,20.447771477353115
1000,1.0000000000000004,571.6666501913616,0.6595139978892864,392.7959096317925,2.5322335983371278E-6,0.3927959096317925,2.532233598337128E-9,20.46092023799855
1000,1.0000000000000004,590.7837911587943,0.7027073459387191,380.80491519592033,2.100464424947872E-6,0.38080491519592036,2.100464424947872E-9,20.475518534040532
1000,1.0000000000000004,610.5402296585327,0.7501578823344033,367.99414111666226,2.3943855871672304E-6,0.3679941411166623,2.3943855871672303E-9,20.4914808489458
1000,1.0000000000000004,630.957344480193,0.8023942438820175,354.313601259245,2.415234227878585E-6,0.354313601259245,2.415234227878585E-9,20.50894443198183
