% Model,WS240516_2D_simple_vapor_water_resonance_v1.mph
% Version,COMSOL 6.2.0.290
% Date,"May 17 2024, 07:41"
% Table,Export CSV - 
% 0 I_in (W/m^2),1 P_in (W),2 u_ratio (1),3 FOM (1),4 Q_feed (W/m^2),5 Q_air (W/m^2),6 P_feed (W),7 P_air (W),8 T_max (degC)
100,0.09999999999999999,100,0.06436696995981188,59.149912908154576,-1.0788919559505214E-6,0.05914991290815458,-1.0788919559505214E-9,20.027591268291815
100,0.09999999999999999,103.34410638805561,0.07006105605943204,59.46496642121304,3.334395385191138E-10,0.059464966421213045,3.334395385191138E-13,20.027897288246095
100,0.09999999999999999,106.80004325145755,0.07294366576861926,59.37228208389467,-7.080191199547195E-10,0.05937228208389467,-7.080191199547195E-13,20.027139769213022
100,0.09999999999999999,110.37155032027569,0.07564082970735046,59.29243099081703,-2.402968499798477E-6,0.05929243099081703,-2.4029684997984773E-9,20.026361213837845
100,0.09999999999999999,114.06249238513203,0.07825209550899713,59.186440608472665,8.257600164210069E-8,0.05918644060847267,8.257600164210068E-11,20.026188246781544
100,0.09999999999999999,117.87686347935879,0.08119098418683052,59.07795930280723,1.0683433489701024E-7,0.05907795930280723,1.0683433489701025E-10,20.02631701176017
100,0.09999999999999999,121.8187912010116,0.08418652721407267,58.9586619421383,-1.2624942502864878E-6,0.0589586619421383,-1.2624942502864878E-9,20.026446017037927
100,0.09999999999999999,125.89254117941675,0.08729028015063664,58.83683483819196,1.638594255140941E-8,0.058836834838191965,1.638594255140941E-11,20.026562581784447
100,0.09999999999999999,130.10252169108315,0.09056564643385676,58.707925419178494,5.683920398580895E-8,0.0587079254191785,5.6839203985808954E-11,20.0267045091436
100,0.09999999999999999,134.45328842997608,0.09386316304708629,58.57444596678678,2.6581950952161565E-7,0.058574445966786785,2.6581950952161566E-10,20.026828986551664
100,0.09999999999999999,138.94954943731375,0.09726007061615817,58.43612277711723,3.5175348406107975E-7,0.058436122777117225,3.5175348406107976E-10,20.026942188801627
100,0.09999999999999999,143.59617019622144,0.10082242491410319,58.2918589482131,4.810393617102459E-7,0.0582918589482131,4.810393617102459E-10,20.027062552551286
100,0.09999999999999999,148.39817889675646,0.1045374684381324,58.14427364883484,4.647065913807252E-7,0.05814427364883484,4.647065913807252E-10,20.02718873435424
100,0.09999999999999999,153.36077187700124,0.10839009201277211,57.98940127925595,2.721388241968362E-7,0.057989401279255955,2.721388241968362E-10,20.027320825786205
100,0.09999999999999999,158.48931924611142,0.11244932487940242,57.82779206831905,4.6528567436047667E-7,0.05782779206831905,4.6528567436047665E-10,20.027454504153184
100,0.09999999999999999,163.78937069540646,0.1166755668134098,57.6582176545426,3.189180733496203E-7,0.0576582176545426,3.1891807334962033E-10,20.02759935582668
100,0.09999999999999999,169.26666150378762,0.12108331265679112,57.48055932115775,-5.806082651446509E-7,0.05748055932115775,-5.806082651446509E-10,20.027751615174452
100,0.09999999999999999,174.92711874398424,0.12566691292407167,57.296506881144886,-1.3328217439625341E-6,0.05729650688114489,-1.3328217439625341E-9,20.027904376510264
100,0.09999999999999999,180.77686769634343,0.13043600020112636,57.105468598196815,-4.26105881995804E-6,0.05710546859819682,-4.261058819958041E-9,20.02806935620231
100,0.09999999999999999,186.82223847710367,0.1354565968335728,56.90652338896811,-2.4927594293173174E-6,0.056906523388968115,-2.4927594293173172E-9,20.028238894738593
100,0.09999999999999999,193.06977288832496,0.1407255771311697,56.69856396899718,-4.737663951480356E-6,0.05669856396899718,-4.737663951480357E-9,20.028424423561148
100,0.09999999999999999,199.52623149688787,0.14625380286703266,56.48290482028399,-6.944067641912225E-7,0.056482904820283994,-6.944067641912225E-10,20.02861439972071
100,0.09999999999999999,206.1986009502219,0.1519397500434945,56.25830203728926,5.173412758905126E-7,0.056258302037289265,5.173412758905126E-10,20.02880305224346
100,0.09999999999999999,213.09410153667977,0.15793027355735317,56.02197074857639,3.067055233018202E-7,0.05602197074857639,3.067055233018202E-10,20.029002332412517
100,0.09999999999999999,220.22019499873758,0.1642569057321915,55.77504491592148,6.400727728079797E-7,0.05577504491592148,6.400727728079796E-10,20.029223602923935
100,0.09999999999999999,227.58459260747887,0.17095738673001976,55.51794565086202,4.3949230519074533E-7,0.055517945650862016,4.3949230519074535E-10,20.029462135252686
100,0.09999999999999999,235.1952635070959,0.17782655357693394,55.24859986362466,7.972513772524474E-7,0.05524859986362466,7.972513772524474E-10,20.02969023006972
100,0.09999999999999999,243.06044333844088,0.18502294754514784,54.96622099282651,1.0461031110095297E-7,0.05496622099282651,1.0461031110095298E-10,20.0299243655017
100,0.09999999999999999,251.18864315095794,0.19258385901195818,54.67119133410648,2.8810008118322374E-8,0.05467119133410648,2.8810008118322374E-11,20.030176234794
100,0.09999999999999999,259.58865861263934,0.20067697113764,54.36123854935972,-4.540683681899706E-7,0.05436123854935972,-4.540683681899706E-10,20.030462819513787
100,0.09999999999999999,268.26957952797244,0.20929386940014974,54.037863176971655,4.110556417856117E-7,0.05403786317697166,4.110556417856117E-10,20.030778560133513
100,0.09999999999999999,277.2407996741776,0.21816212658897444,53.699472358880485,5.82970826571481E-7,0.053699472358880486,5.82970826571481E-10,20.031078849533856
100,0.09999999999999999,286.5120269663782,0.22754726763589336,53.345329551312666,4.205308641482866E-7,0.053345329551312666,4.2053086414828663E-10,20.031401187147992
100,0.09999999999999999,296.0932939627084,0.23743576030012886,52.974009536003415,5.13402481684166E-7,0.05297400953600342,5.13402481684166E-10,20.031743357499693
100,0.09999999999999999,305.9949687207196,0.24784350820056905,52.58525399011203,6.019012392751619E-7,0.05258525399011203,6.019012392751619E-10,20.03209666816855
100,0.09999999999999999,316.22776601683796,0.2587596956496926,52.17841376949426,9.643645103038975E-7,0.05217841376949427,9.643645103038975E-10,20.032461057060857
100,0.09999999999999999,326.80275894101254,0.27028619073372223,51.7514614373929,-4.118101175177917E-7,0.0517514614373929,-4.1181011751779173E-10,20.032845914203506
100,0.09999999999999999,337.7313908791009,0.28262547309271147,51.30233943872579,1.2971230651003026E-6,0.05130233943872579,1.2971230651003028E-9,20.03327245805832
100,0.09999999999999999,349.02548789595795,0.29574630597776225,50.82920227965562,7.988636246217571E-7,0.05082920227965562,7.988636246217571E-10,20.033725296097145
100,0.09999999999999999,360.6972715326289,0.3098245927864408,50.33137981986908,6.344458139863715E-7,0.05033137981986908,6.344458139863715E-10,20.034222705629645
100,0.09999999999999999,372.7593720314938,0.3248132824953716,49.8068541780038,1.0364607692960063E-6,0.049806854178003804,1.0364607692960063E-9,20.034753275595847
100,0.09999999999999999,385.22484200367535,0.3405752962959084,49.25149230022656,1.2094578776868025E-6,0.04925149230022656,1.2094578776868026E-9,20.035296166388946
100,0.09999999999999999,398.1071705534973,0.35720205219115225,48.66309596713079,1.5083023446649E-6,0.048663095967130796,1.5083023446649E-9,20.035852394080905
100,0.09999999999999999,411.42029787528423,0.3749465495579157,48.04333540875838,1.6664857008971467E-6,0.04804333540875838,1.6664857008971466E-9,20.036449751123428
100,0.09999999999999999,425.178630338289,0.3939026476866791,47.38920515986,1.4745331527961496E-6,0.04738920515986,1.4745331527961497E-9,20.0370911847034
100,0.09999999999999999,439.3970560760791,0.4144626235342724,46.69791514653898,1.4333614140512577E-6,0.04669791514653898,1.4333614140512576E-9,20.03779936487183
100,0.09999999999999999,454.0909610972475,0.43631050764464036,45.96828168295767,1.4296597628230575E-6,0.04596828168295767,1.4296597628230574E-9,20.038538881687032
100,0.09999999999999999,469.2762459348836,0.45988265143748946,45.195477609592174,1.3020810133690997E-6,0.04519547760959217,1.3020810133690997E-9,20.03934225496232
100,0.09999999999999999,484.96934285282003,0.4853515769647145,44.37294901448607,1.7386146642864028E-6,0.04437294901448607,1.738614664286403E-9,20.04021347343081
100,0.09999999999999999,501.18723362727246,0.5129280014590798,43.50158131192949,2.0617595418454778E-6,0.043501581311929494,2.0617595418454777E-9,20.041161676216518
100,0.09999999999999999,517.9474679231213,0.5426554638651675,42.57857333937414,2.134930605539901E-6,0.04257857333937414,2.134930605539901E-9,20.042179282547806
100,0.09999999999999999,535.2681822847106,0.5749717426974791,41.596098289349904,2.000287975401367E-6,0.0415960982893499,2.0002879754013668E-9,20.043281907588153
100,0.09999999999999999,553.1681197617227,0.6102205303989903,40.5497515777796,2.1634779117664913E-6,0.040549751577779604,2.1634779117664914E-9,20.044488715761304
100,0.09999999999999999,571.6666501913616,0.6487007841757406,39.435680771820486,2.1592016656470997E-6,0.03943568077182049,2.1592016656470997E-9,20.045804933703437
100,0.09999999999999999,590.7837911587943,0.6902972965525687,38.25003768650149,1.9940591689385237E-6,0.038250037686501495,1.9940591689385236E-9,20.047202429898164
100,0.09999999999999999,610.5402296585327,0.7358242128765842,36.985212319360876,2.4143568813685164E-6,0.036985212319360874,2.4143568813685166E-9,20.048726681720495
100,0.09999999999999999,630.957344480193,0.7863012213912438,35.634007409119306,2.377628142743093E-6,0.03563400740911931,2.377628142743093E-9,20.05043255648428
100,0.09999999999999999,652.0572293428611,0.8421541282297483,34.190066497710404,2.799709668511547E-6,0.034190066497710406,2.799709668511547E-9,20.052322670745184
100,0.09999999999999999,673.8627168030941,0.9037950980711746,32.64857929558132,2.809559443538829E-6,0.03264857929558132,2.809559443538829E-9,20.05440384785419
100,0.09999999999999999,696.3974029624321,0.9723999106232688,31.00204822216073,2.891300440581482E-6,0.03100204822216073,2.891300440581482E-9,20.056707031620363
100,0.09999999999999999,719.6856730011522,1.0490329741992876,29.24582099604144,3.0262174925247634E-6,0.029245820996041443,3.0262174925247634E-9,20.059273735858994
100,0.09999999999999999,743.7527275659046,1.1347770744443677,27.372568870425383,3.7167573113552774E-6,0.027372568870425384,3.7167573113552776E-9,20.062129526306535
100,0.09999999999999999,768.6246100397738,1.2314832077516513,25.37503287596979,3.90601586548348E-6,0.025375032875969792,3.906015865483481E-9,20.06534266300389
100,0.09999999999999999,794.3282347242813,1.3407950935906774,23.251999397100317,4.942914363541425E-6,0.023251999397100317,4.9429143635414256E-9,20.068955709045156
100,0.09999999999999999,820.8914159638254,1.46448702059057,21.007908067717555,6.947278406404004E-6,0.021007908067717556,6.9472784064040045E-9,20.073036928622003
100,0.09999999999999999,848.3428982440716,1.6048316666123845,18.651544802647837,1.4126364244813017E-5,0.018651544802647836,1.4126364244813018E-8,20.077651242406205
100,0.09999999999999999,876.7123872968687,1.765610095771193,16.199227860281706,4.403369085775863E-5,0.016199227860281707,4.403369085775863E-8,20.08294724490196
100,0.09999999999999999,906.030582245338,1.9466026194635428,13.690039953669459,1.923116308145697E-4,0.013690039953669459,1.923116308145697E-7,20.088817123204137
100,0.09999999999999999,936.3292088239417,2.1470881537609197,11.176926687348335,9.416718551076245E-4,0.011176926687348335,9.416718551076245E-7,20.09515771495944
100,0.09999999999999999,967.6410537094537,2.3659798480638905,8.733643220092194,0.0041259621218697065,0.008733643220092194,4.1259621218697064E-6,20.101908376565007
100,0.09999999999999999,1000,2.5985040478320265,6.4574097570869275,0.01641666440243629,0.006457409757086928,1.641666440243629E-5,20.108974451939275
100,0.09999999999999999,1033.441063880556,2.8319357523230857,4.457717883838046,0.05911884261769248,0.004457717883838046,5.911884261769248E-5,20.11585511869066
100,0.09999999999999999,1068.0004325145756,3.040902464466887,2.829374823867327,0.1894057845530899,0.0028293748238673267,1.8940578455308991E-4,20.121560460747105
100,0.09999999999999999,1103.715503202757,3.1995584019499836,1.6303114556674723,0.5314469077901252,0.0016303114556674722,5.314469077901252E-4,20.12525140409241
